Iterações do Simplex
================================================================================
=== Iteracao: 0 ===
             VB        x1        x2        x3        x4        x5        x6        x7        x8        x9       x10       x11        w1        w2        w3        w4        w5        w6        w7        w8        w9       w10       w11       w12       w13       w14       w15       w16       w17       w18       w19       w20       w21       w22       w23       w24       w25       w26       w27       w28       w29        a1        a2         b
            w14      1.95     -1.28      0.00      0.00      0.00      3.60      2.94      0.00      0.00     -3.98     -3.78      0.00      0.71      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00     -0.75      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.65      0.00      0.00      0.10      0.00      7.66
            w15     10.85     -9.22      0.00      0.00      0.00     12.75     -1.43      0.00      0.00      5.39      8.96      0.00     -1.05      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00     -1.82      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.56      0.00      0.00      0.74      0.00     37.36
            w16     -0.96     -4.35      0.00      0.00      0.00      4.46      9.31      0.00      0.00     -0.34     -2.53      0.00      0.46      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00     -0.68      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.14      0.00      0.00     -0.55      0.00     28.97
             x5     -0.38     -0.73      0.00      0.00      1.00      0.10      0.23      0.00      0.00      0.06     -0.32      0.00     -0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.09      0.00      0.00     -0.12      0.00      3.95
            w18     -2.31      0.45      0.00      0.00      0.00     -5.67      4.52      0.00      0.00     -6.01     -2.59      0.00      0.79      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.06      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.73      0.00      0.00     -0.87      0.00     55.39
            w19      0.38      1.12      0.00      0.00      0.00     -2.01     -3.57      0.00      0.00      4.82     -5.61      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.13      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.13      0.00      0.00      0.26      0.00     57.01
            w20     -0.60      1.66      0.00      0.00      0.00      1.29      3.12      0.00      0.00     -2.31     -8.66      0.00      0.54      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.15      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.86      0.00      0.00     -0.64      0.00      0.65
            w21     -4.47     -4.66      0.00      0.00      0.00      2.25     -1.14      0.00      0.00      3.43     -1.58      0.00     -0.75      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.95      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     -0.70      0.00      0.00     -0.48      0.00     43.65
            w22     -0.41      4.72      0.00      0.00      0.00      3.29      2.84      0.00      0.00     -3.40     -0.97      0.00      0.64      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.71      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00     -1.42      0.00      0.00     -0.51      0.00     57.15
            w23      1.88     -2.28      0.00      0.00      0.00     15.14      4.92      0.00      0.00      3.14     -1.02      0.00     -0.51      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.66      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      1.80      0.00      0.00     -1.02      0.00     24.96
            w24      2.68      4.82      0.00      0.00      0.00      1.39      3.78      0.00      0.00     -7.33     -3.91      0.00     -0.04      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.63      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00     -1.24      0.00      0.00     -0.32      0.00     52.02
            w25     -0.48     -4.50      0.00      0.00      0.00     -1.50      7.43      0.00      0.00      6.87     -1.77      0.00      0.81      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00     -0.30      0.00      0.00     -0.65      0.00     71.22
            w26      2.40      3.65      0.00      0.00      0.00      6.77      6.42      0.00      0.00      2.09      6.65      0.00     -0.47      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00     -0.09      0.00      0.00      0.06      0.00     30.48
             x9      0.73     -0.71      0.00      0.00      0.00      1.08     -0.19     -1.00      1.00      0.29      0.07      0.00     -0.16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.27      0.00      0.00      0.00      0.00      2.26
            w28      1.75     -0.21      0.00      0.00      0.00      8.81      4.39      0.00      0.00      7.36     -4.05      0.00      0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.04      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.85      1.00      0.00     -0.79      0.00     56.39
             a2     -1.26      2.34      0.00      0.00      0.00     -1.36      0.92      0.00      0.00     -1.91     -2.87      0.00     -0.12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.67      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.03      0.00     -1.00     -0.11      1.00      2.76
              Z1261244.30-2337034.10      0.00      0.00      0.001363812.20-922179.97      0.00      0.001914599.092867106.58      0.00 115210.36      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00-670539.78      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.001034359.99      0.001000000.001113189.13      0.00-2757946.92

=== Iteracao: 5 ===
             VB        x1        x2        x3        x4        x5        x6        x7        x8        x9       x10       x11        w1        w2        w3        w4        w5        w6        w7        w8        w9       w10       w11       w12       w13       w14       w15       w16       w17       w18       w19       w20       w21       w22       w23       w24       w25       w26       w27       w28       w29        a1        a2         b
             x4      0.87      0.00      0.00      1.00      0.00      1.49      1.64      0.00      0.00     -0.18     -2.64      0.00      0.19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.23      0.00      0.00      0.39      0.00      0.00      0.00      0.00      0.00      0.00     -0.51      0.00      0.00     -0.16      0.00      3.85
             w1     -8.91      0.00      0.00      0.00      0.00      2.25      8.25      0.00      0.00     -6.24    -24.51      1.00      1.48      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      2.28      0.00      0.00      2.14      0.00      0.00      0.00      0.00      0.00      0.00     -4.31      0.00      0.00     -2.45      0.00     45.53
             x3     -0.26      0.00      1.00      0.00      0.00     -0.21     -0.00      0.00      0.00      0.00      0.00      0.00      0.05      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.21      0.00      0.00     -0.11      0.00      0.00      0.00      0.00      0.00      0.00      0.21      0.00      0.00      0.00      0.00      1.42
             w3      5.55      0.00      0.00      0.00      0.00     -0.75     -8.64      0.00      0.00      9.18     23.64      0.00     -0.87      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -2.49      0.00      0.00     -2.02      0.00      0.00      0.00      0.00      0.00      0.00      2.77      0.00      0.00      2.16      0.00     15.67
             w4     12.38      0.00      0.00      0.00      0.00     11.71     -0.99      0.00      0.00     10.94     11.12      0.00     -1.26      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -2.57      0.00      0.00     -1.26      0.00      0.00      0.00      0.00      0.00      0.00      2.80      0.00      0.00      1.56      0.00     38.40
             w5      2.67      0.00      0.00      0.00      0.00     -0.09      6.58      0.00      0.00      3.11     -4.22      0.00      0.76      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.03      0.00      0.00      0.17      0.00      0.00      0.00      0.00      0.00      0.00     -1.47      0.00      0.00      0.03      0.00     29.94
             w6      0.60      0.00      0.00      0.00      0.00     -1.19     -0.90      0.00      0.00      1.51      9.98      0.00     -0.80      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -2.55      0.00      0.00     -2.08      0.00      0.00      0.00      0.00      0.00      0.00      3.51      0.00      0.00      0.27      0.00     17.80
             w7     10.02      0.00      0.00      0.00      0.00     16.39     10.90      0.00      0.00     -4.48    -30.04      0.00      1.67      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      2.88      0.00      0.00      3.73      0.00      0.00      0.00      0.00      0.00      0.00     -5.97      0.00      0.00     -2.05      0.00     41.89
             w8      2.20      0.00      0.00      0.00      0.00      3.49      1.78      0.00      0.00      6.10     11.80      0.00     -0.50      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.24      0.00      0.00     -1.06      0.00      0.00      0.00      0.00      0.00      0.00      1.85      0.00      0.00      0.35      0.00     15.53
             w9     -1.53      0.00      0.00      0.00      0.00     13.53     16.86      0.00      0.00    -12.31    -42.39      0.00      2.14      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      4.86      0.00      0.00      5.15      0.00      0.00      0.00      0.00      0.00      0.00     -8.64      0.00      0.00     -3.73      0.00     69.15
            w10      2.60      0.00      0.00      0.00      0.00     25.53     23.83      0.00      0.00     -5.16    -44.68      0.00      2.48      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      3.56      0.00      0.00      5.44      0.00      0.00      0.00      0.00      0.00      0.00     -7.91      0.00      0.00     -3.63      0.00     66.62
            w11      1.74      0.00      0.00      0.00      0.00     14.23      4.47      0.00      0.00     -7.34    -11.32      0.00     -0.39      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      1.99      0.00      0.00      1.93      0.00      0.00      0.00      0.00      0.00      0.00     -2.63      0.00      0.00     -1.79      0.00     80.05
            w12      1.98      0.00      0.00      0.00      0.00     -0.97     -2.50      0.00      0.00      7.49     18.03      0.00     -0.59      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00     -3.04      0.00      0.00     -2.01      0.00      0.00      0.00      0.00      0.00      0.00      3.10      0.00      0.00      1.89      0.00     39.89
            w13      7.34      0.00      0.00      0.00      0.00     18.70     25.09      0.00      0.00     -7.46    -56.08      0.00      2.64      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      6.48      0.00      0.00      6.42      0.00      0.00      0.00      0.00      0.00      0.00    -10.63      0.00      0.00     -4.51      0.00     76.13
            w14      1.49      0.00      0.00      0.00      0.00      4.60      5.35      0.00      0.00     -5.76    -10.47      0.00      1.13      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.13      0.00      0.00      0.77      0.00      0.00      0.00      0.00      0.00      0.00     -2.08      0.00      0.00     -0.40      0.00      8.16
            w15      7.54      0.00      0.00      0.00      0.00     19.90     15.89      0.00      0.00     -7.45    -39.10      0.00      1.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      4.54      0.00      0.00      5.55      0.00      0.00      0.00      0.00      0.00      0.00     -8.74      0.00      0.00     -2.83      0.00     40.95
            w16     -2.52      0.00      0.00      0.00      0.00      7.83     17.48      0.00      0.00     -6.40    -25.20      0.00      1.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      2.32      0.00      0.00      2.62      0.00      0.00      0.00      0.00      0.00      0.00     -4.72      0.00      0.00     -2.23      0.00     30.66
             x5     -0.64      0.00      0.00      0.00      1.00      0.67      1.59      0.00      0.00     -0.95     -4.10      0.00      0.24      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.51      0.00      0.00      0.44      0.00      0.00      0.00      0.00      0.00      0.00     -0.72      0.00      0.00     -0.40      0.00      4.24
            w18     -2.15      0.00      0.00      0.00      0.00     -6.02      3.68      0.00      0.00     -5.38     -0.24      0.00      0.64      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.75      1.00      0.00     -0.27      0.00      0.00      0.00      0.00      0.00      0.00     -1.23      0.00      0.00     -0.70      0.00     55.21
            w19      0.78      0.00      0.00      0.00      0.00     -2.88     -5.68      0.00      0.00      6.38      0.24      0.00     -0.17      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.65      0.00      1.00     -0.68      0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.70      0.00     56.58
             x2     -0.36      1.00      0.00      0.00      0.00      0.78      1.88      0.00      0.00     -1.39     -5.21      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.69      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00      0.00     -1.12      0.00      0.00     -0.39      0.00      0.39
            w21     -6.15      0.00      0.00      0.00      0.00      5.87      7.61      0.00      0.00     -3.06    -25.87      0.00      0.76      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      4.16      0.00      0.00      2.81      1.00      0.00      0.00      0.00      0.00      0.00     -5.91      0.00      0.00     -2.28      0.00     45.47
            w22      1.29      0.00      0.00      0.00      0.00     -0.38     -6.03      0.00      0.00      3.17     23.65      0.00     -0.90      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -2.55      0.00      0.00     -2.84      0.00      1.00      0.00      0.00      0.00      0.00      3.85      0.00      0.00      1.32      0.00     55.31
            w23      1.06      0.00      0.00      0.00      0.00     16.91      9.21      0.00      0.00     -0.04    -12.92      0.00      0.24      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.08      0.00      0.00      1.37      0.00      0.00      1.00      0.00      0.00      0.00     -0.75      0.00      0.00     -1.91      0.00     25.85
            w24      4.41      0.00      0.00      0.00      0.00     -2.35     -5.28      0.00      0.00     -0.61     21.23      0.00     -1.62      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -2.69      0.00      0.00     -2.90      0.00      0.00      0.00      1.00      0.00      0.00      4.15      0.00      0.00      1.54      0.00     50.15
            w25     -2.10      0.00      0.00      0.00      0.00      1.99     15.88      0.00      0.00      0.61    -25.21      0.00      2.27      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      2.90      0.00      0.00      2.71      0.00      0.00      0.00      0.00      1.00      0.00     -5.33      0.00      0.00     -2.39      0.00     72.97
            w26      3.71      0.00      0.00      0.00      0.00      3.94     -0.43      0.00      0.00      7.17     25.66      0.00     -1.66      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -2.66      0.00      0.00     -2.20      0.00      0.00      0.00      0.00      0.00      1.00      3.99      0.00      0.00      1.47      0.00     29.06
             x9      0.48      0.00      0.00      0.00      0.00      1.62      1.14     -1.00      1.00     -0.69     -3.61      0.00      0.07      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.29      0.00      0.00      0.42      0.00      0.00      0.00      0.00      0.00      0.00     -0.52      0.00      0.00     -0.27      0.00      2.53
            w28      1.67      0.00      0.00      0.00      0.00      8.97      4.79      0.00      0.00      7.07     -5.14      0.00      0.21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.89      0.00      0.00      0.13      0.00      0.00      0.00      0.00      0.00      0.00      0.62      1.00      0.00     -0.87      0.00     56.47
             a2     -0.42      0.00      0.00      0.00      0.00     -3.18     -3.47      0.00      0.00      1.34      9.32      0.00     -0.88      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.94      0.00      0.00     -1.41      0.00      0.00      0.00      0.00      0.00      0.00      1.58      0.00     -1.00      0.79      1.00      1.85
              Z 422272.53      0.00      0.00      0.00      0.003178266.423468202.00      0.00      0.00-1341038.00-9317892.00      0.00 877394.89      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00 941281.42      0.00      0.001407055.21      0.00      0.00      0.00      0.00      0.00      0.00-1577117.42      0.001000000.00 208095.00      0.00-1847875.84

=== Iteracao: 6 ===
             VB        x1        x2        x3        x4        x5        x6        x7        x8        x9       x10       x11        w1        w2        w3        w4        w5        w6        w7        w8        w9       w10       w11       w12       w13       w14       w15       w16       w17       w18       w19       w20       w21       w22       w23       w24       w25       w26       w27       w28       w29        a1        a2         b
             x4      0.75      0.00      0.00      1.00      0.00      0.59      0.65      0.00      0.00      0.20      0.00      0.00     -0.06      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.04      0.00      0.00     -0.01      0.00      0.00      0.00      0.00      0.00      0.00     -0.06      0.00     -0.28      0.06      0.28      4.38
             w1    -10.02      0.00      0.00      0.00      0.00     -6.11     -0.88      0.00      0.00     -2.71      0.00      1.00     -0.83      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.19      0.00      0.00     -1.56      0.00      0.00      0.00      0.00      0.00      0.00     -0.16      0.00     -2.63     -0.36      2.63     50.39
             x3     -0.26      0.00      1.00      0.00      0.00     -0.21      0.00      0.00      0.00      0.00      0.00      0.00      0.05      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.21      0.00      0.00     -0.11      0.00      0.00      0.00      0.00      0.00      0.00      0.21      0.00      0.00     -0.00     -0.00      1.42
             w3      6.62      0.00      0.00      0.00      0.00      7.31      0.16      0.00      0.00      5.78      0.00      0.00      1.35      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.10      0.00      0.00      1.55      0.00      0.00      0.00      0.00      0.00      0.00     -1.23      0.00      2.54      0.15     -2.54     10.99
             w4     12.88      0.00      0.00      0.00      0.00     15.50      3.15      0.00      0.00      9.34      0.00      0.00     -0.21      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.45      0.00      0.00      0.42      0.00      0.00      0.00      0.00      0.00      0.00      0.92      0.00      1.19      0.62     -1.19     36.20
             w5      2.48      0.00      0.00      0.00      0.00     -1.53      5.01      0.00      0.00      3.72      0.00      0.00      0.36      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.39      0.00      0.00     -0.46      0.00      0.00      0.00      0.00      0.00      0.00     -0.76      0.00     -0.45      0.39      0.45     30.77
             w6      1.06      0.00      0.00      0.00      0.00      2.22      2.81      0.00      0.00      0.07      0.00      0.00      0.14      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.54      0.00      0.00     -0.57      0.00      0.00      0.00      0.00      0.00      0.00      1.82      0.00      1.07     -0.58     -1.07     15.82
             w7      8.66      0.00      0.00      0.00      0.00      6.14     -0.29      0.00      0.00     -0.16      0.00      0.00     -1.16      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.15      0.00      0.00     -0.80      0.00      0.00      0.00      0.00      0.00      0.00     -0.88      0.00     -3.22      0.51      3.22     47.85
             w8      2.73      0.00      0.00      0.00      0.00      7.52      6.17      0.00      0.00      4.40      0.00      0.00      0.61      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.05      0.00      0.00      0.72      0.00      0.00      0.00      0.00      0.00      0.00     -0.15      0.00      1.27     -0.66     -1.27     13.19
             w9     -3.45      0.00      0.00      0.00      0.00     -0.92      1.08      0.00      0.00     -6.21      0.00      0.00     -1.85      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.58      0.00      0.00     -1.25      0.00      0.00      0.00      0.00      0.00      0.00     -1.46      0.00     -4.55     -0.13      4.55     77.56
            w10      0.58      0.00      0.00      0.00      0.00     10.29      7.20      0.00      0.00      1.27      0.00      0.00     -1.73      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.96      0.00      0.00     -1.30      0.00      0.00      0.00      0.00      0.00      0.00     -0.35      0.00     -4.79      0.17      4.79     75.48
            w11      1.23      0.00      0.00      0.00      0.00     10.37      0.26      0.00      0.00     -5.71      0.00      0.00     -1.45      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.85      0.00      0.00      0.22      0.00      0.00      0.00      0.00      0.00      0.00     -0.71      0.00     -1.21     -0.83      1.21     82.29
            w12      2.79      0.00      0.00      0.00      0.00      5.18      4.21      0.00      0.00      4.89      0.00      0.00      1.11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00     -1.22      0.00      0.00      0.71      0.00      0.00      0.00      0.00      0.00      0.00      0.04      0.00      1.93      0.36     -1.93     36.32
            w13      4.79      0.00      0.00      0.00      0.00     -0.43      4.22      0.00      0.00      0.61      0.00      0.00     -2.64      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.81      0.00      0.00     -2.04      0.00      0.00      0.00      0.00      0.00      0.00     -1.14      0.00     -6.02      0.25      6.02     87.25
            w14      1.01      0.00      0.00      0.00      0.00      1.02      1.45      0.00      0.00     -4.26      0.00      0.00      0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00     -0.92      0.00      0.00     -0.81      0.00      0.00      0.00      0.00      0.00      0.00     -0.31      0.00     -1.12      0.49      1.12     10.24
            w15      5.77      0.00      0.00      0.00      0.00      6.57      1.34      0.00      0.00     -1.82      0.00      0.00     -1.72      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.59      0.00      0.00     -0.35      0.00      0.00      0.00      0.00      0.00      0.00     -2.12      0.00     -4.20      0.50      4.20     48.71
            w16     -3.66      0.00      0.00      0.00      0.00     -0.77      8.10      0.00      0.00     -2.77      0.00      0.00     -0.49      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00     -0.23      0.00      0.00     -1.19      0.00      0.00      0.00      0.00      0.00      0.00     -0.46      0.00     -2.70     -0.09      2.70     35.66
             x5     -0.83      0.00      0.00      0.00      1.00     -0.73      0.06      0.00      0.00     -0.36      0.00      0.00     -0.15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.10      0.00      0.00     -0.18      0.00      0.00      0.00      0.00      0.00      0.00     -0.03      0.00     -0.44     -0.06      0.44      5.05
            w18     -2.16      0.00      0.00      0.00      0.00     -6.10      3.59      0.00      0.00     -5.35      0.00      0.00      0.62      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.73      1.00      0.00     -0.31      0.00      0.00      0.00      0.00      0.00      0.00     -1.19      0.00     -0.03     -0.68      0.03     55.26
            w19      0.79      0.00      0.00      0.00      0.00     -2.80     -5.59      0.00      0.00      6.35      0.00      0.00     -0.15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.62      0.00      1.00     -0.64      0.00      0.00      0.00      0.00      0.00      0.00      0.08      0.00      0.03      0.68     -0.03     56.53
             x2     -0.60      1.00      0.00      0.00      0.00     -1.00     -0.06      0.00      0.00     -0.64      0.00      0.00     -0.16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.16      0.00      0.00     -0.19      0.00      0.00      0.00      0.00      0.00      0.00     -0.23      0.00     -0.56      0.06      0.56      1.42
            w21     -7.32      0.00      0.00      0.00      0.00     -2.96     -2.02      0.00      0.00      0.66      0.00      0.00     -1.67      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.55      0.00      0.00     -1.10      1.00      0.00      0.00      0.00      0.00      0.00     -1.53      0.00     -2.78     -0.08      2.78     50.60
            w22      2.36      0.00      0.00      0.00      0.00      7.69      2.77      0.00      0.00     -0.23      0.00      0.00      1.33      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.16      0.00      0.00      0.73      0.00      1.00      0.00      0.00      0.00      0.00     -0.15      0.00      2.54     -0.69     -2.54     50.62
            w23      0.47      0.00      0.00      0.00      0.00     12.50      4.40      0.00      0.00      1.82      0.00      0.00     -0.98      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.39      0.00      0.00     -0.58      0.00      0.00      1.00      0.00      0.00      0.00      1.43      0.00     -1.39     -0.81      1.39     28.41
            w24      5.37      0.00      0.00      0.00      0.00      4.89      2.62      0.00      0.00     -3.67      0.00      0.00      0.38      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.55      0.00      0.00      0.30      0.00      0.00      0.00      1.00      0.00      0.00      0.55      0.00      2.28     -0.26     -2.28     45.94
            w25     -3.24      0.00      0.00      0.00      0.00     -6.61      6.49      0.00      0.00      4.24      0.00      0.00     -0.10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.35      0.00      0.00     -1.10      0.00      0.00      0.00      0.00      1.00      0.00     -1.06      0.00     -2.71     -0.24      2.71     77.97
